Country,Capital,Latitude Hemisphere,Longitude Hemisphere,Distance From Tokyo 1964,Distance From Mexico City 1968,Distance From Munich 1972,Distance From Montreal 1976,Distance From Moscow 1980,Distance From Los Angeles 1984,Distance From Seoul 1988,Distance From Barcelona 1992,Distance From Atlanta 1996,Distance From Sydney 2000,Distance From Athens 2004,Distance From Beijing 2008,Distance From London 2012,Distance From Rio de Janeiro 2016,Distance From Tokyo 2020
Kiribati,Tarawa,North,East,2990.508478,14907.911269999999,9387.433715000001,13910.36832,8295.565408,16061.465069999998,3552.421372,9728.863183,14230.742730000002,2702.681166,8540.020009,4072.293973,10060.10946,11920.51007,2990.508478
Kuwait,Kuwait,North,East,5023.416206,8061.8380019999995,2375.74315,6838.891234000001,1895.7345649999997,9082.619422,4321.587607,2637.70766,7235.012454000001,7124.236809,1456.604159,3790.2893289999997,3033.1204789999997,6144.692295000001,5023.416206
Kyrgyzstan,Bishkek,North,East,3590.7094039999997,9612.246538,3454.923558,8194.183735999999,2213.372445,10537.7157,2864.2084760000002,3947.8315340000004,8694.390495,6734.816341,2805.552598,2288.3231960000003,4113.513721,7851.399409000001,3590.7094039999997
Lao People's Democratic Republic,Vientiane,North,East,2391.346166,10997.008109999999,5383.461936,9900.933336,4404.992247,12094.991109999999,1897.1596719999998,5708.611747999999,10254.15468,4442.3361509999995,4520.457073,1695.2975219999998,6054.909622,8419.69441,2391.346166
Latvia,Riga,North,East,6472.043995,7201.9902170000005,894.9542101,5493.861259,728.3641535,7923.971011,5747.233569,1588.211167,6127.493309,9332.163290999999,1307.988135,5164.406897999999,1364.93856,6597.559388000001,6472.043995
Lebanon,Beirut,North,East,5698.895203,7405.095953,1641.637932,6110.127458,1516.575796,8383.906777,4985.800754999999,1888.973336,6535.637629,7853.243675,704.7795702000001,4436.084209000001,2289.322359,5790.279213000001,5698.895203
Lesotho,Maseru,South,East,7593.314645,7666.3933400000005,5403.681902,7622.330738,5865.19518,9065.387063,7098.205614,5058.955186,7486.213067000001,6773.221113,4611.209003,6786.074472,5754.399488,3871.908003,7593.314645
Liberia,Monrovia,North,West,8445.515078,4921.882151,3135.580026,4471.5756710000005,4286.567266,6190.504688,7780.916701,2525.612876,4461.88455,9250.158785,2850.6491899999996,7289.3907739999995,3168.910077,2686.376102,8445.515078
Libyan Arab Jamahiriya,Tripoli,North,East,6914.772142,6192.752789,1082.9101970000002,4922.293096,2065.735959,7170.3339829999995,6202.201371,855.1669016000001,5322.026168,8823.504815999999,667.2113207,5651.930437,1486.082874,4903.2126020000005,6914.772142
Liechtenstein,Vaduz,North,East,7159.903820999999,6223.942604,143.9134426,4635.730107,1636.292428,7022.024377,6433.987915,553.2819864,5198.041698,9551.222115999999,1013.20065,5859.275842,590.2475222999999,5615.4072049999995,7159.903820999999
Lithuania,Vilnius,North,East,6381.32622,7207.311548999999,858.8296926,5535.511181,668.0283534,7955.920989,5655.533874000001,1543.745159,6150.070693,9188.192856,1163.0421119999999,5073.410437,1393.769299,6509.395014,6381.32622
Luxembourg,Luxembourg,North,East,7353.301012000001,6109.005213,311.5371204,4466.625124,1757.5976829999997,6870.228313,6626.8399899999995,590.7555175,5056.408292,9786.273947,1249.505852,6050.068661,362.27417189999994,5666.329272999999,7353.301012000001
"Macao, China",Macau,North,East,1716.190162,11598.79006,5836.8936810000005,10437.722520000001,4741.884947,12668.855379999999,1271.99524,6211.672477,10823.662690000001,4382.874879,5019.915252000001,1213.048509,6509.4665939999995,9090.721071,1716.190162
Madagascar,Antananarivo,South,East,6278.612532,8407.647395999998,4998.065779,8034.0243359999995,5134.877977,9740.462397,5792.3189170000005,4814.541306,8045.533417000001,5770.586311,4086.0307759999996,5497.214207,5473.171039,4949.359533,6278.612532
Macedonia (Former Yugoslav Republic),Skopje,North,East,6478.833172,6757.498969,676.9383042000001,5292.399399,1277.412783,7636.477163,5755.248185,1043.1915470000001,5796.577308,8817.914736,328.4249736,5186.502307,1330.417707,5695.718277,6478.833172
Malawi,Lilongwe,South,East,6734.573219,7592.692181,4451.272000999999,7232.343625,4796.706343,8922.746591,6191.082724,4186.82161,7230.051023,6572.644286,3600.823936,5835.36941,4867.263959000001,4230.005325,6734.573219
Malaysia,Kuala Lumpur,North,East,3068.928163,11003.59076,5806.321073,10095.953520000001,5028.173734,12181.12622,2730.0790469999997,6028.111825,10362.38216,3728.282398,4875.754316,2642.3362829999996,6463.396977,8094.8209099999995,3068.928163
Maldives,Male,North,East,4232.042909000001,9470.203092,4541.4747640000005,8616.912129,4056.0359869999997,10660.57581,3704.907552,4661.605406000001,8850.136162,4993.271829,3573.22227,3392.438244,5168.107666,6623.744776,4232.042909000001
Mali,Bamako,North,West,8196.882292,5020.9912,2681.951549,4362.123431,3854.6379909999996,6226.553578,7519.185576999999,2073.51755,4447.955027,9236.115201999999,2428.945164,7012.748339,2723.343591,3114.2076620000003,8196.882292
Malta,Valletta,North,East,6843.570818000001,6293.991857999999,882.0853969000001,4955.334973,1862.746013,7237.9602079999995,6126.791376,776.0769877,5390.435165999999,8877.445397,519.0409865,5570.070452,1343.98315,5110.293248,6843.570818000001
Martinique,Fort-de-France,North,West,11054.897809999999,2105.8178589999998,4598.445471,2290.8205559999997,6073.390999,3406.8345649999997,10360.32802,3922.013097,1848.833219,12056.1542,4882.9431,9831.078529,4195.211198,2750.117363,11054.897809999999
Mauritania,Nouakchott,South,East,5918.633204,8959.651355,5329.363083,8550.964745000001,5325.538173,10287.01341,5474.259811999999,5202.1271289999995,8582.306818000001,5214.773216,4387.895334000001,5223.264429999999,5841.001563000001,5489.087439,5918.633204
Mayotte,Mamoudzou,South,East,6137.648868,8173.237394,4566.5359229999995,7709.938836,4706.428754,9480.713915,5615.725004999999,4395.54185,7758.429956999999,5976.527345,3651.34155,5286.023115999999,5048.921376,4875.137591,6137.648868
Mexico,Mexico,North,West,13085.252,0.0,6364.498871,2223.440536,7858.834811,1463.565709,12380.98084,5737.41412,1285.687064,14148.988130000002,6810.8918650000005,11838.94405,5845.682904,4215.212132,13085.252
Micronesia (Federated States of),Palikir,North,East,2245.8412789999998,14064.770359999999,8493.984776000001,13033.03282,7401.322537999999,15201.5942,2731.8139690000003,8841.408195,13366.90726,2813.5125980000003,7651.548372,3223.8999670000003,9166.709976,11170.39371,2245.8412789999998
"Moldova, Republic of",Chisinau,North,East,6119.024082,7226.57035,927.0586619,5683.189832,756.1956711,8061.830301000001,5392.5826130000005,1489.1791210000001,6231.431197999999,8720.188184999999,707.1040118,4816.080790999999,1587.33338,6212.508261,6119.024082
Mozambique,Maputo,South,East,7225.591794,7812.505815,5211.20449,7665.231267,5597.811159000001,9192.754383,6728.520487999999,4905.3986159999995,7574.034675,6516.547514,4384.807009,6416.445594,5595.328795,4125.869209,7225.591794
Myanmar,Yangon,North,East,2718.220634,10665.06812,5111.554738,9590.450749,4191.205018,11771.23443,2192.868628,5414.767338000001,9932.207198,4590.928893,4230.758189,1932.092443,5780.996612,8079.717167,2718.220634
Namibia,Windhoek,South,East,7800.576078,6959.222498,4872.937601,6891.015865,5481.54067,8348.760446,7257.041068,4472.3725939999995,6756.787309,7368.680409999999,4150.000435,6896.02522,5170.8796170000005,3287.693074,7800.576078
Nepal,Kathmandu,North,East,3026.718844,10078.86833,4265.638582,8865.955506999999,3249.362247,11117.15535,2355.376258,4634.3537590000005,9269.812054,5558.04879,3442.706352,1887.3136379999999,4938.377635,7823.082644,3026.718844
Netherlands,Amsterdam / The Hague (seat of Government),North,East,7464.868875,6100.454387,476.857991,4398.587044,1805.1512579999999,6820.142453,6738.124602,759.0711687,5020.216004,9971.222179999999,1445.327934,6159.095349,257.7032749,5802.288098,7464.868875
Netherlands Antilles,Willemstad,North,West,11508.37538,1715.9122920000002,5055.514252,2335.760321,6533.414895,3087.4549,10815.66088,4381.6112570000005,1716.9744600000001,12433.94548,5346.833016,10288.41253,4640.021522,2794.261741,11508.37538
New Caledonia,Noumea,South,East,4248.594665,14769.31906,9741.654016,14007.242369999998,8846.208988,16012.861369999999,4643.929118999999,9977.087983,14221.121169999999,1153.502306,8821.704305,5061.531068,10403.68846,11437.17598,4248.594665
New Zealand,Wellington,South,East,5633.175948,15503.5678,10817.74758,14901.591980000001,10022.90373,16800.398240000002,6014.854576,10995.367040000001,15046.355969999999,1363.195659,9872.18615,6413.627205,11467.58087,11946.09641,5633.175948
Nicaragua,Managua,North,West,12438.64363,859.5398252999998,5890.701753,2379.237695,7380.360389,2315.723217,11743.37938,5232.235594,1499.869351,13344.372379999999,6241.000579,11212.64346,5429.452757999999,3367.8019689999996,12438.64363
Niger,Niamey,North,East,7669.900708,5538.470967,2461.536935,4786.576102,3490.448945,6723.054039,6993.974709,1940.2892960000001,4927.160741,8769.142214,2044.233168,6490.493189,2630.733781,3511.5280909999997,7669.900708
Nigeria,Abuja,North,East,7455.2043,5852.586799000001,2707.220472,5177.672047999999,3597.034241,7069.2678049999995,6793.105493999999,2249.106833,5289.456754,8396.028256,2156.816829,6306.356951,2946.992593,3530.2657229999995,7455.2043
Norfolk Island,Kingston,South,East,5797.288226,15266.50619,10714.18402,14717.643119999999,9971.443673,16578.33784,6135.64721,10866.17705,14838.471109999999,1221.509511,9759.708768999999,6505.33351,11357.04128,11653.65848,5797.288226
North Korea,Pyongyang,North,East,818.0765882000001,12328.86427,6240.433449,10976.41656,4932.966251,13301.83066,139.2035301,6724.770867,11455.00145,5229.235973,5561.440052,497.87276210000005,6896.2761,10144.60384,818.0765882000001
Northern Mariana Islands,Saipan,North,East,1452.963885,13352.668029999999,7653.561904000001,12245.71135,6522.902965,14453.88304,1846.401364,8027.678790999999,12612.214259999999,3395.1624450000004,6835.908576000001,2320.202494,8325.943453,10625.053090000001,1452.963885
Norway,Oslo,North,East,7244.041584999999,6597.650799,789.7038605,4795.701101,1495.737142,7243.423025,6519.505523,1332.1008980000001,5475.721879,10030.82783,1674.107286,5936.572968,804.9982622,6398.772343,7244.041584999999
Oman,Masqat,North,East,4518.977732,8602.129443,3073.272148,7470.3035,2493.1134620000003,9670.478657,3842.7696020000003,3310.356218,7826.988265999999,6426.505251,2142.998677,3349.5912949999997,3728.3864689999996,6397.50781,4518.977732
Pakistan,Islamabad,North,East,3637.034033,9453.034885,3509.5923270000003,8160.205178,2474.85735,10447.26027,2928.095499,3911.8221009999997,8598.987912,6303.435514,2725.64684,2391.214242,4181.826383,7442.963226999999,3637.034033
Palau,Koror,North,East,1987.5222059999999,12765.06223,7266.605487000001,11754.369270000001,6248.756302000001,13907.177130000002,2119.7012019999997,7585.0342980000005,12074.79192,2982.1404399999997,6399.464010000001,2438.932033,7938.141203,9904.747463,1987.5222059999999
Panama,Panama,North,West,12092.88453,1292.276501,5646.981447,2526.502387,7127.614268,2742.1813859999997,11402.51574,4975.698692,1730.656268,12926.126629999999,5944.589602,10877.76905,5219.4575509999995,2954.429408,12092.88453
Papua New Guinea,Port Moresby,South,East,3125.3521379999997,13579.59639,8387.231570999998,12725.76568,7467.7082230000005,14786.938999999998,3401.3902,8645.018022,12977.45247,1714.945089,7479.00417,3763.1685060000004,9052.503681999999,10426.036059999999,3125.3521379999997
Paraguay,Asuncion,South,West,11542.323999999999,3814.7368049999995,6299.400476,4972.487104,7589.327721,5265.786059,10920.39342,5620.623829,4321.64976,11400.71695,6176.454321,10470.855090000001,6132.240272999999,786.1573609000001,11542.323999999999
Peru,Lima,South,West,12278.06759,2467.9092760000003,6372.683958,3968.26819,7787.271570999999,3894.4010329999996,11620.36148,5679.504605,3182.4327129999997,12551.3107,6464.508904,11132.267829999999,6063.442516,1994.627206,12278.06759
Philippines,Manila,North,East,1786.8626550000001,12022.02305,6411.903478,10945.14542,5374.2823659999995,13132.68213,1609.060942,6750.101756,11293.49439,3716.6966899999998,5560.67032,1755.028646,7084.276047,9326.043045,1786.8626550000001
Poland,Warsaw,North,East,6576.973454999999,6939.959522,583.3806667,5292.530215999999,921.6337616000001,7704.178945000001,5850.361181,1267.358097,5892.391824,9260.500138,1012.895054,5269.89858,1150.5573630000001,6251.798635,6576.973454999999
Portugal,Lisbon,North,West,8123.950193000001,5089.808385,1313.294218,3661.9932350000004,2795.165071,5966.667892,7404.1561409999995,648.5692576,4123.443749,10074.42094,1778.72057,6841.824291,1020.472164,4622.586205,8123.950193000001
Puerto Rico,San Juan,North,West,11296.294670000001,1804.554884,4713.806552,1948.4891079999998,6201.888604,3049.241972,10595.99547,4052.786435,1462.857094,12397.19606,5066.4853,10059.5769,4266.579657,3104.986211,11296.294670000001
Qatar,Doha,North,East,4875.621043,8224.822891,2689.1522410000002,7070.658298,2226.057917,9279.955293,4188.0969780000005,2909.6570460000003,7435.121573,6805.326209000001,1747.712618,3677.5775200000003,3338.673622,6134.375157,4875.621043
Republic of Korea,Seoul,North,East,726.745582,12380.98084,6318.972954,11047.48495,5025.9412219999995,13364.69711,0.0,6794.252898999999,11517.21381,5093.35796,5626.014846,583.2324219,6977.307506,10153.1711,726.745582
Romania,Bucuresti,North,East,6228.097396,7051.390931999999,836.5549451,5551.8307350000005,986.0993251,7912.450468000001,5502.835655,1321.603461,6076.26716,8702.45026,483.59206449999994,4930.228611,1509.274895,5982.617879,6228.097396
Russia,Moskva,North,East,5749.743872,7858.834811,1494.716181,6203.539526,0.0,8622.587109999999,5025.9412219999995,2151.918173,6813.557769,8753.948266,1447.5926359999999,4442.798842,2061.4484820000002,6968.657073,5749.743872
Rawanda,Kigali,South,East,6513.830422,7195.487505,3576.338175,6618.734812,3955.9459479999996,8461.330203,5911.23424,3333.238509,6706.867128,6980.748457,2726.503796,5494.430616,4005.9448340000004,4259.36754,6513.830422
Saint Kitts and Nevis,Basseterre,North,West,11107.24255,2007.0755760000002,4571.183042000001,2082.270791,6054.514397999999,3262.232207,10408.76094,3903.037312,1657.232974,12184.78749,4896.4857409999995,9874.689192,4143.172911,2958.708336,11107.24255
Saint Lucia,Castries,North,West,11034.24099,2133.346115,4589.741822999999,2321.200604,6063.181335,3438.241905,10340.20699,3912.16684,1882.391,12026.59842,4868.039496,9811.618727,4190.556206,2719.7029420000003,11034.24099
Saint Pierre and Miquelon,Saint-Pierre,North,West,10714.8909,3007.4862789999997,3698.2371829999997,1064.033843,5141.022163000001,3498.172979,9991.020008,3201.80265,1775.2840239999998,12604.34984,4388.056714,9420.745061,3080.035109,4838.472634000001,10714.8909
Saint Vincent and the Greenadines,Kingstown,North,West,11071.12692,2117.06208,4646.847376,2371.097915,6118.297415,3438.464975,10378.2834,3967.896605,1909.7776190000002,12036.65288,4916.258105,9851.113472,4252.102079,2670.5958739999996,11071.12692
Samoa,Apia,South,West,17324.38411,4551.6387079999995,10863.3671,6633.8042909999995,12355.86825,4384.18449,16644.224140000002,10210.78072,5766.344212,17675.93608,11213.13288,16129.270069999999,10375.94198,7036.837073000001,17324.38411
San Marino,San Marino,North,East,6974.48217,6310.2282350000005,319.140498,4799.588335,1595.2713130000002,7157.563022,6250.167791,572.8266047999999,5322.403631,9276.916417,735.5111731000001,5679.650011,863.1896710000001,5495.616877,6974.48217
Sao Tome and Principe,Sao Tome,North,East,7679.013022,5908.606143,3326.8505649999997,5462.504092,4176.531213,7196.72261,7042.687526999999,2858.312032,5473.458872,8247.264812000001,2748.941917,6584.609885,3554.375332,3137.3660370000002,7679.013022
Saudi Arabia,Riyadh,North,East,5149.412878,7953.520420999999,2509.898174,6817.767072,2198.267665,9015.008447,4462.04885,2685.1426460000002,7171.242635,6993.351547,1548.3356509999999,3950.6104689999997,3145.73118,5881.210329,5149.412878
Senegal,Dakar,North,West,8694.515338,4479.395878,2814.939579,3840.358843,4116.622918,5677.172157,8009.3175599999995,2147.690819,3900.782268,9783.014654,2742.591325,7493.253290000001,2722.2987350000003,2933.06831,8694.515338
Sierra Leone,Freetown,North,West,8555.175097,4751.677095,3063.156526,4265.721955,4265.326793,6005.661264,7884.311277,2431.987121,4266.733515,9435.031017,2842.830439,7385.383353,3056.2776519999998,2705.653928,8555.175097
Slovakia,Bratislava,North,East,6747.510414,6648.953818,299.7667061,5061.324439999999,1217.903049,7451.260557,6021.084807,936.0593312999999,5627.508364,9253.71086,805.3749422999999,5444.554674,961.4360640000001,5901.285218,6747.510414
Slovenia,Ljubljana,North,East,6879.710698999999,6464.243825,208.66488080000002,4908.681415999999,1414.692547,7285.447633,6154.033587,737.3979486000001,5456.411672,9287.480529999999,767.6279331000001,5580.099681000001,866.7208941,5700.065109,6879.710698999999
Solomon Islands,Honiara,South,East,3285.461386,14255.55891,8995.586269,13379.62927,8026.39775,15456.384240000001,3684.617728,9274.192427,13643.226490000001,1756.714063,8100.740779000001,4115.419576,9663.872613,11105.73336,3285.461386
Somalia,Mogadishu,North,East,5653.351398,7970.15812,3675.1264439999995,7246.938722,3711.8175979999996,9196.07393,5060.591642,3593.359089,7409.203384,6293.142679,2726.869311,4659.693291,4208.082285,5125.0347409999995,5653.351398
South Africa,Pretoria (administrative) / Cape Town (legislative) / Bloemfontein (judicial),South,East,7407.288549,7598.50293,5156.713371,7484.112658,5604.115564,8983.854273,6899.2943829999995,4824.0368579999995,7376.785793999999,6745.838470000001,4355.817524,6575.494888,5517.8996799999995,3896.346639,7407.288549
Spain,Madrid,North,West,7819.620505,5420.702243,984.7989516000001,3954.379329,2462.2224969999997,6282.117102,7098.169379999999,316.7736503,4442.023961,9872.403926,1480.791019,6533.068547,788.7473852,4867.835698,7819.620505
Sudan,Khartoum,North,East,6024.821508,7182.187211,2533.278396,6249.808169,2783.082017,8323.269023,5360.036338,2440.001916,6499.755916,7323.40305,1611.471096,4874.162878,3052.361385,4894.597015,6024.821508
Suriname,Paramaribo,North,West,10835.34057,2581.6889530000003,4680.9407,2977.711931,6112.175462,3970.588513,10155.38803,3988.7808609999997,2521.333962,11587.453609999999,4826.843405,9643.554852,4364.339637,2065.679109,10835.34057
Swaziland,Mbabane (administrative),South,East,7305.609719,7765.966473,5237.219345,7639.226751,5642.930552000001,9150.014898000001,6807.809294,4921.9399490000005,7538.874298000001,6581.613769,4418.966408,6494.5725090000005,5613.425372,4059.233603,7305.609719
Sweden,Stockholm,North,East,6835.886355,6965.4458939999995,840.4798442,5197.250774,1086.1429460000002,7640.034601,6112.028674,1503.346409,5861.369457,9701.36456,1520.955875,5528.906607,1125.672413,6577.588157,6835.886355
Switzerland,Bern,North,East,7266.357867000001,6107.655201,258.5672781,4524.212450999999,1752.428395,6907.624089,6540.694834000001,453.42408889999996,5082.748138,9621.005369,1079.457978,5966.725534,519.0484637,5529.126736,7266.357867000001
Syrian Arab Republic,Damascus,North,East,5651.84829,7450.08623,1688.9561469999999,6159.3457149999995,1529.684488,8431.490815000001,4939.228021,1939.032452,6583.195225,7805.5836340000005,754.6925338,4390.323618,2337.942252,5814.922835,5651.84829
Tajikistan,Dushanbe,North,East,3890.1816200000003,9244.587888,3179.624742,7880.674317,2069.878192,10199.18843,3168.673708,3626.677352,8352.682379,6724.741201000001,2458.636684,2606.871507,3848.237275,7417.389743000001,3890.1816200000003
Thailand,Bangkok,North,East,2639.858405,10894.46673,5403.220327,9853.859942000001,4495.759578,12016.64593,2181.014183,5694.182572,10180.8894,4288.053365,4513.761544,1999.2268179999999,6071.491062,8225.412151,2639.858405
Togo,Lome,North,East,7830.239748999999,5550.587444,2956.284052,4996.438808,3936.444217,6800.804215000001,7172.515025,2436.275736,5047.91581,8642.18816,2489.636667,6690.001598,3124.375528,3142.133264,7830.239748999999
Tonga,Nuku'alofa,South,West,17567.72242,4945.3644859999995,11202.50152,7071.107776000001,12691.09541,4873.3607,16895.05048,10541.09085,6185.640438,17778.31474,11516.532809999999,16388.2415,10733.272359999999,7144.409672,17567.72242
Tunisia,Tunis,North,East,7073.110304000001,6081.175102,807.160439,4719.165454,1980.3434530000002,7009.948678,6355.139765999999,549.3528617000001,5163.187887,9106.520305,732.7093683999999,5796.335708,1165.7847769999998,5026.626254,7073.110304000001
Turkey,Ankara,North,East,5854.362249,7323.680995999999,1288.161151,5916.970404,1126.75407,8241.393981000001,5132.585459000001,1662.950453,6396.995306,8225.602013,514.4316727,4567.836208,1956.5563379999999,5972.752883,5854.362249
Turkmenistan,Ashgabat,North,East,4488.245655,8648.201198,2603.024475,7284.02837,1630.997989,9599.274005,3767.7008200000005,3030.060007,7752.742123999999,7125.393054000001,1858.809922,3206.803939,3274.660037,6919.238214,4488.245655
Tuvalu,Funafuti,South,East,3721.920681,15307.864609999999,9941.406325,14392.1533,8902.567411,16495.77388,4261.064793,10251.00003,14676.353519999999,2330.091761,9068.69365,4764.466467,10612.779359999999,12177.68217,3721.920681
Uganda,Kampala,North,East,6352.026956000001,7293.2373,3495.969768,6667.727509,3822.208406,8544.891932999999,5745.464452,3283.89048,6778.799738,6904.98198,2623.9932059999996,5325.133877,3947.281776,4418.435536,6352.026956000001
Ukraine,Kiev (Russia),North,East,6056.209007,7382.890611,1031.840473,5788.892242,524.6776219999999,8186.342068000001,5329.522555,1653.359066,6364.271004,8793.543373999999,953.4060461000001,4749.510579,1657.6323710000001,6449.854166,6056.209007
United Arab Emirates,Abu Dhabi,North,East,4730.337681,8378.607233,2851.436459,7236.213596,2339.672718,9440.416213,4047.6035380000003,3077.394819,7596.262186,6644.012629,1913.8652260000001,3544.3367689999995,3503.0811439999998,6235.222111,4730.337681
England,London,North,West,7703.968961,5845.682904,672.7454291,4143.169369,2061.4484820000002,6562.775490999999,6977.307506,698.5270459,4762.576734,10138.65589,1597.4372369999999,6399.345926,0.0,5639.574982,7703.968961
United Republic of Tanzania,Dodoma,South,East,6377.3864969999995,7550.674540000001,3961.694574,7029.276865999999,4246.837248,8836.51689,5803.242115999999,3745.697597,7096.991741,6604.961339,3082.850809,5417.721240999999,4411.941679,4446.955049,6377.3864969999995
United States,Washington DC,North,West,11833.78191,1869.600659,4870.776436,393.7513086,6335.992081,2286.644968,11113.64006,4324.97978,585.3087828,13461.12519,5488.563128,10549.84124,4276.178945000001,4712.161285,11833.78191
United States of Virgin Islands,Charlotte Amalie,North,West,11214.83719,1887.120748,4641.939767,1976.6393640000001,6128.9409590000005,3128.0825600000003,10514.79421,3979.061514,1523.817501,12316.912620000001,4988.277293,9978.731871,4199.78415,3068.24611,11214.83719
Uruguay,Montevideo,South,West,11734.26513,4386.211284,6795.153662000001,5621.329047,8034.986908,5820.662567,11133.81897,6127.452466,4955.9301159999995,11319.75547,6603.845289,10706.041009999999,6668.340596999999,1067.104609,11734.26513
Uzbekistan,Tashkent,North,East,3870.8144740000002,9308.331593,3176.889203,7904.552329000001,1992.9817269999999,10240.654629999999,3145.51278,3654.4015159999994,8396.304708,6850.530992,2504.431063,2574.178894,3840.1219939999996,7559.38737,3870.8144740000002
Vanuatu,Port-Vila,South,East,3981.493991,14806.67095,9670.368673,13995.4638,8733.070085,16032.917580000001,4408.5921880000005,9927.882584,14231.41608,1460.850935,8762.74973,4847.532505,10336.006809999999,11541.49245,3981.493991
Venezuela,Caracas,North,West,11393.90381,1880.3364809999998,5001.499562,2478.228765,6472.067202,3263.545939,10704.023220000001,4322.067839,1888.620258,12274.09993,5262.688568,10180.216620000001,4605.444286,2623.070951,11393.90381
Viet Nam,Hanoi,North,East,2120.312606,11171.889290000001,5458.081917,10029.33087,4413.586245,12249.09177,1604.19479,5813.7604280000005,10404.96042,4537.511058,4622.313376,1403.83947,6130.777024,8665.589156999999,2120.312606
Yugoslavia,Belgrade,North,East,6541.060663,6752.614778,541.6807085,5238.778420000001,1195.987059,7602.3773599999995,5815.896323,1016.625942,5767.790159,8959.69718,506.41047010000005,5243.453829,1211.248992,5802.622695,6541.060663
Zambia,Lusaka,South,East,7029.923361,7344.414131999999,4468.636382,7047.350434,4906.097072,8687.964851,6480.5559969999995,4159.76116,7014.913711,6839.882331,3656.356506,6117.207457,4849.277754,3930.0407159999995,7029.923361
Zimbabwe,Harare,South,East,6971.967411,7540.740264,4647.169338000001,7261.17589,5040.582966,8890.077135,6437.679698,4353.54547,7223.461270999999,6659.694071,3818.068439,6089.9784,5040.555999,4068.383553,6971.967411
