COU,Country,Year,Life Expectancy at Birth,Population
HUN,Hungary,2018,76.2,9767600
ISL,Iceland,1964,73.6,188983
ISL,Iceland,1965,73.9,192285
ISL,Iceland,1966,73.4,195568
ISL,Iceland,1967,73.9,198757
ISL,Iceland,1968,74.1,201487
ISL,Iceland,1969,73.8,203370
ISL,Iceland,1970,74,204438
ISL,Iceland,1971,73.7,206099
ISL,Iceland,1972,74.5,209137
ISL,Iceland,1973,74.6,212316
ISL,Iceland,1974,74.6,215206
ISL,Iceland,1975,75.7,217974
ISL,Iceland,1976,77.1,220151
ISL,Iceland,1977,76.5,221801
ISL,Iceland,1978,76.7,223537
ISL,Iceland,1979,76.7,225734
ISL,Iceland,1980,77,228133
ISL,Iceland,1981,76.6,230757
ISL,Iceland,1982,77.1,233855
ISL,Iceland,1983,77,236976
ISL,Iceland,1984,77.7,239506
ISL,Iceland,1985,77.7,241409
ISL,Iceland,1986,78.1,243187
ISL,Iceland,1987,77.4,245864
ISL,Iceland,1988,77.2,249734
ISL,Iceland,1989,78.2,252851
ISL,Iceland,1990,78.1,254820
ISL,Iceland,1991,78.1,257795
ISL,Iceland,1992,78.8,261053
ISL,Iceland,1993,79,263730
ISL,Iceland,1994,79.3,266021
ISL,Iceland,1995,78.1,267467
ISL,Iceland,1996,78.9,268918
ISL,Iceland,1997,79,271130
ISL,Iceland,1998,79.7,274049
ISL,Iceland,1999,79.4,277384
ISL,Iceland,2000,79.7,281200
ISL,Iceland,2001,80.8,284970
ISL,Iceland,2002,80.6,287516
ISL,Iceland,2003,81,289522
ISL,Iceland,2004,81.1,292077
ISL,Iceland,2005,81.6,296734
ISL,Iceland,2006,81.2,303784
ISL,Iceland,2007,81.5,311567
ISL,Iceland,2008,81.7,317404
ISL,Iceland,2009,81.8,318501
ISL,Iceland,2010,82,318044
ISL,Iceland,2011,82.4,319011
ISL,Iceland,2012,83,320723
ISL,Iceland,2013,82.1,323763
ISL,Iceland,2014,82.9,327379
ISL,Iceland,2015,82.5,330818
ISL,Iceland,2016,82.3,335435
ISL,Iceland,2017,82.7,343399
ISL,Iceland,2018,82.9,352722
IRL,Ireland,1964,71,2863800
IRL,Ireland,1965,71,2875800
IRL,Ireland,1966,71,2884000
IRL,Ireland,1967,71,2899700
IRL,Ireland,1968,71,2912200
IRL,Ireland,1969,71,2925200
IRL,Ireland,1970,71.2,2949900
IRL,Ireland,1971,71.2,2978200
IRL,Ireland,1972,71.2,3024400
IRL,Ireland,1973,71.2,3073000
IRL,Ireland,1974,71.2,3123900
IRL,Ireland,1975,71.2,3177200
IRL,Ireland,1976,71.2,3227800
IRL,Ireland,1977,71.2,3271900
IRL,Ireland,1978,71.5,3314000
IRL,Ireland,1979,72.3,3368200
IRL,Ireland,1980,72.9,3401000
IRL,Ireland,1981,72.9,3443400
IRL,Ireland,1982,72.9,3480000
IRL,Ireland,1983,73,3504000
IRL,Ireland,1984,73,3529000
IRL,Ireland,1985,73.4,3540000
IRL,Ireland,1986,73.6,3540600
IRL,Ireland,1987,74.5,3546500
IRL,Ireland,1988,74.5,3530700
IRL,Ireland,1989,74.5,3509500
IRL,Ireland,1990,74.9,3505800
IRL,Ireland,1991,75.1,3525700
IRL,Ireland,1992,75.5,3554500
IRL,Ireland,1993,75.3,3574100
IRL,Ireland,1994,75.9,3585900
IRL,Ireland,1995,75.6,3601300
IRL,Ireland,1996,75.9,3626087
IRL,Ireland,1997,76.1,3664313
IRL,Ireland,1998,76.3,3703082
IRL,Ireland,1999,76.2,3741647
IRL,Ireland,2000,76.6,3789536
IRL,Ireland,2001,77.2,3847198
IRL,Ireland,2002,77.7,3917203
IRL,Ireland,2003,78.2,3979853
IRL,Ireland,2004,78.6,4045188
IRL,Ireland,2005,79,4133839
IRL,Ireland,2006,79.3,4232929
IRL,Ireland,2007,79.7,4375842
IRL,Ireland,2008,80.2,4485070
IRL,Ireland,2009,80.3,4533395
IRL,Ireland,2010,80.8,4554763
IRL,Ireland,2011,80.8,4574888
IRL,Ireland,2012,80.9,4593697
IRL,Ireland,2013,81,4614669
IRL,Ireland,2014,81.4,4645440
IRL,Ireland,2015,81.5,4687787
IRL,Ireland,2016,81.7,4739597
IRL,Ireland,2017,82.2,4792490
IRL,Ireland,2018,82.3,4857015
ITA,Italy,1964,71,51675294
ITA,Italy,1965,71,52112336
ITA,Italy,1966,71,52518925
ITA,Italy,1967,71,52900443
ITA,Italy,1968,71,53235691
ITA,Italy,1969,72,53537796
ITA,Italy,1970,72,53821798
ITA,Italy,1971,72,54073525
ITA,Italy,1972,72,54381345
ITA,Italy,1973,72,54751405
ITA,Italy,1974,72.6,55110870
ITA,Italy,1975,72.7,55440999
ITA,Italy,1976,72.8,55718266
ITA,Italy,1977,73.4,55955407
ITA,Italy,1978,73.8,56155142
ITA,Italy,1979,74.1,56317750
ITA,Italy,1980,74,56433876
ITA,Italy,1981,74.3,56501674
ITA,Italy,1982,74.7,56543539
ITA,Italy,1983,74.8,56564076
ITA,Italy,1984,75,56576719
ITA,Italy,1985,75.6,56593070
ITA,Italy,1986,75.9,56596157
ITA,Italy,1987,76.3,56601936
ITA,Italy,1988,76.5,56629290
ITA,Italy,1989,76.9,56671778
ITA,Italy,1990,77.1,56719239
ITA,Italy,1991,77.1,56758522
ITA,Italy,1992,77.5,56797078
ITA,Italy,1993,77.8,56831823
ITA,Italy,1994,78,56843400
ITA,Italy,1995,78.3,56844301
ITA,Italy,1996,78.6,56860279
ITA,Italy,1997,78.9,56890371
ITA,Italy,1998,79.1,56906744
ITA,Italy,1999,79.5,56916316
ITA,Italy,2000,79.9,56942108
ITA,Italy,2001,80.2,56974097
ITA,Italy,2002,80.3,57059013
ITA,Italy,2003,80.1,57313200
ITA,Italy,2004,80.9,57685327
ITA,Italy,2005,80.9,57969482
ITA,Italy,2006,81.4,58143980
ITA,Italy,2007,81.5,58438309
ITA,Italy,2008,81.6,58826733
ITA,Italy,2009,81.7,59095367
ITA,Italy,2010,82.1,59277414
ITA,Italy,2011,82.3,59379446
ITA,Italy,2012,82.3,59539725
ITA,Italy,2013,82.8,60233944
ITA,Italy,2014,83.2,60789144
ITA,Italy,2015,82.6,60730585
ITA,Italy,2016,83.3,60627494
ITA,Italy,2017,83,60536713
ITA,Italy,2018,83.4,60421797
JPN,Japan,1964,70.3,98110000
JPN,Japan,1965,70.3,99209137
JPN,Japan,1966,71,99978000
JPN,Japan,1967,71.5,101145000
JPN,Japan,1968,71.7,102287000
JPN,Japan,1969,71.9,103491000
JPN,Japan,1970,72,104665171
JPN,Japan,1971,72.9,106100000
JPN,Japan,1972,73.2,107595000
JPN,Japan,1973,73.4,109104000
JPN,Japan,1974,73.7,110573000
JPN,Japan,1975,74.3,111939643
JPN,Japan,1976,74.8,113094000
JPN,Japan,1977,75.3,114165000
JPN,Japan,1978,75.7,115190000
JPN,Japan,1979,76.2,116155000
JPN,Japan,1980,76.1,117060396
JPN,Japan,1981,76.5,117902000
JPN,Japan,1982,76.9,118728000
JPN,Japan,1983,77,119536000
JPN,Japan,1984,77.4,120305000
JPN,Japan,1985,77.6,121048923
JPN,Japan,1986,78.1,121660000
JPN,Japan,1987,78.5,122239000
JPN,Japan,1988,78.4,122745000
JPN,Japan,1989,78.8,123205000
JPN,Japan,1990,78.9,123611167
JPN,Japan,1991,79.1,124101000
JPN,Japan,1992,79.2,124567000
JPN,Japan,1993,79.4,124938000
JPN,Japan,1994,79.8,125265000
JPN,Japan,1995,79.6,125570246
JPN,Japan,1996,80.3,125864000
JPN,Japan,1997,80.5,126166000
JPN,Japan,1998,80.6,126486000
JPN,Japan,1999,80.5,126686000
JPN,Japan,2000,81.2,126925843
JPN,Japan,2001,81.5,127291000
JPN,Japan,2002,81.8,127435000
JPN,Japan,2003,81.8,127619000
JPN,Japan,2004,82.1,127687000
JPN,Japan,2005,82,127767994
JPN,Japan,2006,82.4,127900515
JPN,Japan,2007,82.6,128032743
JPN,Japan,2008,82.7,128083960
JPN,Japan,2009,83,128031514
JPN,Japan,2010,82.9,128057352
JPN,Japan,2011,82.7,127834233
JPN,Japan,2012,83.2,127592657
JPN,Japan,2013,83.4,127413888
JPN,Japan,2014,83.7,127237150
JPN,Japan,2015,83.9,127094745
JPN,Japan,2016,84.1,126932772
JPN,Japan,2017,84.2,126706210
JPN,Japan,2018,84.3,126443180
KOR,Korea,1964,62,27984155
KOR,Korea,1965,62,28704674
KOR,Korea,1966,62,29435571
KOR,Korea,1967,62,30130983
KOR,Korea,1968,62,30838302
KOR,Korea,1969,62,31544266
KOR,Korea,1970,62.3,32240827
KOR,Korea,1971,62.7,32882704
KOR,Korea,1972,63.1,33505406
KOR,Korea,1973,63.5,34103149
KOR,Korea,1974,63.9,34692266
KOR,Korea,1975,64.3,35280725
KOR,Korea,1976,64.6,35848523
KOR,Korea,1977,65,36411795
KOR,Korea,1978,65.3,36969185
KOR,Korea,1979,65.6,37534236
KOR,Korea,1980,66.1,38123775
KOR,Korea,1981,66.7,38723248
KOR,Korea,1982,67.2,39326352
KOR,Korea,1983,67.7,39910403
KOR,Korea,1984,68.3,40405956
KOR,Korea,1985,68.9,40805744
KOR,Korea,1986,69.5,41213674
KOR,Korea,1987,70.1,41621690
KOR,Korea,1988,70.7,42031247
KOR,Korea,1989,71.2,42449038
KOR,Korea,1990,71.7,42869283
KOR,Korea,1991,72.2,43295704
KOR,Korea,1992,72.6,43747962
KOR,Korea,1993,73.1,44194628
KOR,Korea,1994,73.5,44641540
KOR,Korea,1995,73.8,45092991
KOR,Korea,1996,74.2,45524681
KOR,Korea,1997,74.7,45953580
KOR,Korea,1998,75.1,46286503
KOR,Korea,1999,75.5,46616677
KOR,Korea,2000,76,47008111
KOR,Korea,2001,76.5,47370164
KOR,Korea,2002,76.8,47644736
KOR,Korea,2003,77.3,47892330
KOR,Korea,2004,77.8,48082519
KOR,Korea,2005,78.2,48184561
KOR,Korea,2006,78.8,48438292
KOR,Korea,2007,79.2,48683638
KOR,Korea,2008,79.6,49054708
KOR,Korea,2009,80,49307835
KOR,Korea,2010,80.2,49554112
KOR,Korea,2011,80.6,49936638
KOR,Korea,2012,80.9,50199853
KOR,Korea,2013,81.4,50428893
KOR,Korea,2014,81.8,50746659
KOR,Korea,2015,82.1,51014947
KOR,Korea,2016,82.4,51217803
KOR,Korea,2017,82.7,51361911
KOR,Korea,2018,82.7,51635256
,Luxembourg,1964,,327366
,Luxembourg,1965,,330161
,Luxembourg,1966,,332419
,Luxembourg,1967,,334227
,Luxembourg,1968,,335834
,Luxembourg,1969,,337567
,Luxembourg,1970,,339174
LUX,Luxembourg,1971,69.7,342415
LUX,Luxembourg,1972,70.9,346600
LUX,Luxembourg,1973,70.8,350450
LUX,Luxembourg,1974,70.8,355049
LUX,Luxembourg,1975,70.8,358951
LUX,Luxembourg,1976,70.8,360728
LUX,Luxembourg,1977,72.2,361356
LUX,Luxembourg,1978,72.1,362010
LUX,Luxembourg,1979,72.8,362856
LUX,Luxembourg,1980,72.8,364152
LUX,Luxembourg,1981,72.6,365219
LUX,Luxembourg,1982,72.7,365525
LUX,Luxembourg,1983,73.5,365621
LUX,Luxembourg,1984,73.3,365997
LUX,Luxembourg,1985,73.8,366707
LUX,Luxembourg,1986,74.7,368354
LUX,Luxembourg,1987,74.3,370751
LUX,Luxembourg,1988,75,373450
LUX,Luxembourg,1989,74.8,377095
LUX,Luxembourg,1990,75.6,381857
LUX,Luxembourg,1991,75.7,386999
LUX,Luxembourg,1992,75.3,392171
LUX,Luxembourg,1993,75.9,397481
LUX,Luxembourg,1994,76.6,402921
LUX,Luxembourg,1995,76.8,408625
LUX,Luxembourg,1996,76.8,414228
LUX,Luxembourg,1997,77,419440
LUX,Luxembourg,1998,77.3,424699
LUX,Luxembourg,1999,77.9,430475
LUX,Luxembourg,2000,78,436303
LUX,Luxembourg,2001,77.9,441522
LUX,Luxembourg,2002,78.1,446166
LUX,Luxembourg,2003,77.8,451626
LUX,Luxembourg,2004,79.2,458098
LUX,Luxembourg,2005,79.5,465152
LUX,Luxembourg,2006,79.4,472641
LUX,Luxembourg,2007,79.5,479992
LUX,Luxembourg,2008,80.6,488647
LUX,Luxembourg,2009,80.7,497783
LUX,Luxembourg,2010,80.7,506953
LUX,Luxembourg,2011,81.1,518351
LUX,Luxembourg,2012,81.5,530952
LUX,Luxembourg,2013,81.9,543358
LUX,Luxembourg,2014,82.3,556322
LUX,Luxembourg,2015,82.4,569605
LUX,Luxembourg,2016,82.8,583459
LUX,Luxembourg,2017,82.2,596337
LUX,Luxembourg,2018,82.4,607950
MEX,Mexico,1964,59.9,41970377
MEX,Mexico,1965,60.3,43359231
MEX,Mexico,1966,60.7,44779078
MEX,Mexico,1967,61,46234469
MEX,Mexico,1968,61.3,47720198
MEX,Mexico,1969,61.6,49236362
MEX,Mexico,1970,60.9,50778729
MEX,Mexico,1971,62.4,52354238
MEX,Mexico,1972,63.1,53973953
MEX,Mexico,1973,63.7,55619995
MEX,Mexico,1974,64.2,57293865
MEX,Mexico,1975,64.7,58993234
MEX,Mexico,1976,65.2,60702805
MEX,Mexico,1977,65.7,62414539
MEX,Mexico,1978,66.1,64131336
MEX,Mexico,1979,66.6,65849531
MEX,Mexico,1980,67.2,67561216
MEX,Mexico,1981,67.7,69267849
MEX,Mexico,1982,68.2,70973052
MEX,Mexico,1983,68.6,72671675
MEX,Mexico,1984,69.1,74359027
MEX,Mexico,1985,69.5,76030535
MEX,Mexico,1986,69.9,77689757
MEX,Mexico,1987,70.2,79339498
MEX,Mexico,1988,70.6,80970606
MEX,Mexico,1989,70.8,82579032
MEX,Mexico,1990,70.5,84169571
MEX,Mexico,1991,71.6,85748742
MEX,Mexico,1992,71.9,87312337
MEX,Mexico,1993,72,88850856
MEX,Mexico,1994,72.3,90362709
MEX,Mexico,1995,72.3,91843905
MEX,Mexico,1996,72.7,93294783
MEX,Mexico,1997,73.1,94720541
MEX,Mexico,1998,73.5,96116960
MEX,Mexico,1999,74,97482584
MEX,Mexico,2000,74.7,98785275
MEX,Mexico,2001,75,100105299
MEX,Mexico,2002,75.1,101493987
MEX,Mexico,2003,75.1,102890474
MEX,Mexico,2004,75.4,104272444
MEX,Mexico,2005,75.2,105669369
MEX,Mexico,2006,75.5,107155391
MEX,Mexico,2007,75.3,108744845
MEX,Mexico,2008,75.1,110405454
MEX,Mexico,2009,74.9,112095388
MEX,Mexico,2010,74.8,113748671
MEX,Mexico,2011,74.9,115367452
MEX,Mexico,2012,75,116935670
MEX,Mexico,2013,75,118453929
MEX,Mexico,2014,74.9,119936411
MEX,Mexico,2015,74.7,121347800
MEX,Mexico,2016,74.8,122715165
MEX,Mexico,2017,74.9,124041731
MEX,Mexico,2018,75,125327797
NLD,Netherlands,1964,73.8,12127116
NLD,Netherlands,1965,73.6,12294732
NLD,Netherlands,1966,73.6,12456254
NLD,Netherlands,1967,73.9,12598202
NLD,Netherlands,1968,73.7,12729717
NLD,Netherlands,1969,73.6,12877984
NLD,Netherlands,1970,73.7,13038523
NLD,Netherlands,1971,73.9,13194497
NLD,Netherlands,1972,73.8,13328595
NLD,Netherlands,1973,74.2,13439325
NLD,Netherlands,1974,74.6,13545054
NLD,Netherlands,1975,74.6,13666329
NLD,Netherlands,1976,74.7,13774037
NLD,Netherlands,1977,75.3,13856188
NLD,Netherlands,1978,75.3,13941702
NLD,Netherlands,1979,75.7,14038270
NLD,Netherlands,1980,75.9,14149799
NLD,Netherlands,1981,76,14247217
NLD,Netherlands,1982,76.1,14312689
NLD,Netherlands,1983,76.3,14367066
NLD,Netherlands,1984,76.4,14424211
NLD,Netherlands,1985,76.5,14491629
NLD,Netherlands,1986,76.4,14572280
NLD,Netherlands,1987,76.9,14665037
NLD,Netherlands,1988,77.1,14760092
NLD,Netherlands,1989,76.9,14848906
NLD,Netherlands,1990,77,14951510
NLD,Netherlands,1991,77.2,15069799
NLD,Netherlands,1992,77.4,15184163
NLD,Netherlands,1993,77.1,15290368
NLD,Netherlands,1994,77.5,15382834
NLD,Netherlands,1995,77.6,15459004
NLD,Netherlands,1996,77.6,15530500
NLD,Netherlands,1997,78,15610650
NLD,Netherlands,1998,78,15707205
NLD,Netherlands,1999,77.9,15812085
NLD,Netherlands,2000,78.2,15925505
NLD,Netherlands,2001,78.3,16046182
NLD,Netherlands,2002,78.4,16148921
NLD,Netherlands,2003,78.7,16225303
NLD,Netherlands,2004,79.2,16281777
NLD,Netherlands,2005,79.5,16319871
NLD,Netherlands,2006,79.9,16346096
NLD,Netherlands,2007,80.3,16381696
NLD,Netherlands,2008,80.5,16445590
NLD,Netherlands,2009,80.8,16530387
NLD,Netherlands,2010,81,16615390
NLD,Netherlands,2011,81.3,16693074
NLD,Netherlands,2012,81.2,16754963
NLD,Netherlands,2013,81.4,16804430
NLD,Netherlands,2014,81.8,16865008
NLD,Netherlands,2015,81.6,16939925
NLD,Netherlands,2016,81.6,17030314
NLD,Netherlands,2017,81.8,17131295
NLD,Netherlands,2018,81.9,17231622
NZL,New Zealand,1964,71.2,2591965
NZL,New Zealand,1965,71.2,2640400
NZL,New Zealand,1966,71.3,2687580
NZL,New Zealand,1967,71.4,2728115
NZL,New Zealand,1968,71.4,2758885
NZL,New Zealand,1969,71.5,2788435
NZL,New Zealand,1970,71.5,2828020
NZL,New Zealand,1971,71.6,2875305
NZL,New Zealand,1972,71.7,2929135
NZL,New Zealand,1973,71.8,2992335
NZL,New Zealand,1974,72,3058435
NZL,New Zealand,1975,72.1,3117765
NZL,New Zealand,1976,72.3,3153535
NZL,New Zealand,1977,72.5,3164830
NZL,New Zealand,1978,72.7,3165705
NZL,New Zealand,1979,72.9,3164620
NZL,New Zealand,1980,73.2,3170245
NZL,New Zealand,1981,73.4,3185460
NZL,New Zealand,1982,73.6,3210645
NZL,New Zealand,1983,73.7,3245770
NZL,New Zealand,1984,73.8,3278850
NZL,New Zealand,1985,74,3298050
NZL,New Zealand,1986,74.1,3308310
NZL,New Zealand,1987,74.5,3327785
NZL,New Zealand,1988,74.8,3343680
NZL,New Zealand,1989,75.2,3357535
NZL,New Zealand,1990,75.5,3390085
NZL,New Zealand,1991,75.8,3495100
NZL,New Zealand,1992,76.1,3531700
NZL,New Zealand,1993,76.3,3572200
NZL,New Zealand,1994,76.6,3620100
NZL,New Zealand,1995,76.8,3673400
NZL,New Zealand,1996,77.1,3732000
NZL,New Zealand,1997,77.4,3781300
NZL,New Zealand,1998,77.7,3815000
NZL,New Zealand,1999,78.1,3835100
NZL,New Zealand,2000,78.4,3857700
NZL,New Zealand,2001,78.7,3880500
NZL,New Zealand,2002,79,3948500
NZL,New Zealand,2003,79.3,4027200
NZL,New Zealand,2004,79.6,4087500
NZL,New Zealand,2005,79.8,4133900
NZL,New Zealand,2006,80.1,4184600
NZL,New Zealand,2007,80.3,4223800
NZL,New Zealand,2008,80.5,4259800
NZL,New Zealand,2009,80.7,4302600
NZL,New Zealand,2010,80.8,4350700
NZL,New Zealand,2011,81,4384000
NZL,New Zealand,2012,81.2,4408100
NZL,New Zealand,2013,81.4,4442100
NZL,New Zealand,2014,81.5,4509700
NZL,New Zealand,2015,81.7,4595700
NZL,New Zealand,2016,81.7,4693200
NZL,New Zealand,2017,81.9,4793900
NZL,New Zealand,2018,81.8,4885500
NOR,Norway,1964,73.9,3694339
NOR,Norway,1965,74,3723172
NOR,Norway,1966,74.3,3753013
NOR,Norway,1967,74.3,3784533
NOR,Norway,1968,74.2,3816488
NOR,Norway,1969,74,3847710
NOR,Norway,1970,74.4,3875757
NOR,Norway,1971,74.4,3903034
NOR,Norway,1972,74.6,3933001
NOR,Norway,1973,74.7,3960614
NOR,Norway,1974,75.1,3985262
NOR,Norway,1975,75.1,4007319
NOR,Norway,1976,75.3,4026151
NOR,Norway,1977,75.7,4043204
NOR,Norway,1978,75.8,4058674
NOR,Norway,1979,75.8,4072514
NOR,Norway,1980,75.9,4085620
NOR,Norway,1981,76.1,4099703
NOR,Norway,1982,76.2,4114786
NOR,Norway,1983,76.3,4128434
NOR,Norway,1984,76.4,4140098
NOR,Norway,1985,76.1,4152518
NOR,Norway,1986,76.5,4167357
NOR,Norway,1987,76.3,4186905
NOR,Norway,1988,76.4,4209489
NOR,Norway,1989,76.7,4226909
NOR,Norway,1990,76.7,4241476
NOR,Norway,1991,77.1,4261738
NOR,Norway,1992,77.4,4286397
NOR,Norway,1993,77.3,4311984
NOR,Norway,1994,77.9,4336614
NOR,Norway,1995,77.9,4359187
NOR,Norway,1996,78.3,4381339
NOR,Norway,1997,78.3,4405158
NOR,Norway,1998,78.5,4431465
NOR,Norway,1999,78.4,4461915
NOR,Norway,2000,78.8,4490973
NOR,Norway,2001,78.9,4513747
NOR,Norway,2002,79,4538157
NOR,Norway,2003,79.6,4564856
NOR,Norway,2004,80.1,4591909
NOR,Norway,2005,80.3,4623293
NOR,Norway,2006,80.6,4660673
NOR,Norway,2007,80.6,4709156
NOR,Norway,2008,80.8,4768215
NOR,Norway,2009,81,4828716
NOR,Norway,2010,81.2,4889253
NOR,Norway,2011,81.4,4953089
NOR,Norway,2012,81.5,5018574
NOR,Norway,2013,81.8,5080171
NOR,Norway,2014,82.2,5137427
NOR,Norway,2015,82.4,5189898
NOR,Norway,2016,82.5,5236152
NOR,Norway,2017,82.7,5276965
NOR,Norway,2018,82.8,5311916
POL,Poland,1964,68.7,31161200
POL,Poland,1965,69.5,31495900
POL,Poland,1966,69.9,31698000
POL,Poland,1967,69.5,31943900
POL,Poland,1968,70.3,32304800
POL,Poland,1969,69.8,32555100
POL,Poland,1970,70,32642270
POL,Poland,1971,69.7,32749400
POL,Poland,1972,70.7,33068000
POL,Poland,1973,70.7,33362700
POL,Poland,1974,71.2,33691008
POL,Poland,1975,70.6,34022130
POL,Poland,1976,70.7,34362133
POL,Poland,1977,70.5,34697576
POL,Poland,1978,70.4,35009862
POL,Poland,1979,70.9,35256645
POL,Poland,1980,70.2,35578019
POL,Poland,1981,71.2,35901961
POL,Poland,1982,71.2,36227381
POL,Poland,1983,71.1,36571418
POL,Poland,1984,70.9,36913515
POL,Poland,1985,71.1,37202981
POL,Poland,1986,71,37455681
POL,Poland,1987,71.5,37663756
POL,Poland,1988,71.5,37862063
POL,Poland,1989,71.2,37962808
POL,Poland,1990,70.8,38030500
POL,Poland,1991,70.5,38108500
POL,Poland,1992,71.1,38173500
POL,Poland,1993,71.6,38221000
POL,Poland,1994,71.8,38252000
POL,Poland,1995,72.1,38274500
POL,Poland,1996,72.4,38289000
POL,Poland,1997,72.8,38292000
POL,Poland,1998,73.2,38283500
POL,Poland,1999,73.2,38270000
POL,Poland,2000,73.8,38258478
POL,Poland,2001,74.2,38248076
POL,Poland,2002,74.6,38232301
POL,Poland,2003,74.7,38195177
POL,Poland,2004,74.9,38180249
POL,Poland,2005,75.1,38161313
POL,Poland,2006,75.3,38132277
POL,Poland,2007,75.4,38115967
POL,Poland,2008,75.7,38115909
POL,Poland,2009,75.8,38153389
POL,Poland,2010,76.5,38516689
POL,Poland,2011,76.8,38525670
POL,Poland,2012,76.9,38533789
POL,Poland,2013,77.1,38502396
POL,Poland,2014,77.7,38483957
POL,Poland,2015,77.6,38454576
POL,Poland,2016,78,38426809
POL,Poland,2017,77.9,38422346
POL,Poland,2018,77.7,38413139
PRT,Portugal,1964,64.9,9035365
PRT,Portugal,1965,65.8,8998595
PRT,Portugal,1966,65.2,8930990
PRT,Portugal,1967,66,8874520
PRT,Portugal,1968,66.4,8836650
PRT,Portugal,1969,65.9,8757705
PRT,Portugal,1970,66.7,8680431
PRT,Portugal,1971,66.4,8643755
PRT,Portugal,1972,68.4,8630431
PRT,Portugal,1973,67.5,8633101
PRT,Portugal,1974,68.1,8754363
PRT,Portugal,1975,68.4,9093471
