,Year,Country Code,Male Wins,Male Medal Ratio,Female Wins,Female Medal Ratio,Total Medal Count,Open Wins,Open Win Ratio
583,2004,PRT,3.0,1.0,,,3,,
584,2004,PRY,1.0,1.0,,,1,,
585,2004,ROU,7.0,0.3684210526315789,12.0,0.631578947368421,19,0.0,0.0
586,2004,RUS,51.0,0.5666666666666667,39.0,0.43333333333333335,90,0.0,0.0
587,2004,SRB,1.0,0.5,1.0,0.5,2,0.0,0.0
588,2004,SVK,5.0,0.8333333333333334,1.0,0.16666666666666666,6,0.0,0.0
589,2004,SVN,1.0,0.25,2.0,0.5,4,1.0,0.25
590,2004,SWE,4.0,0.5714285714285714,2.0,0.2857142857142857,7,1.0,0.14285714285714285
591,2004,SYR,1.0,1.0,,,1,,
592,2004,THA,3.0,0.375,5.0,0.625,8,0.0,0.0
593,2004,TTO,1.0,1.0,,,1,,
594,2004,TUR,9.0,0.9,1.0,0.1,10,0.0,0.0
595,2004,TWN,3.0,0.6,2.0,0.4,5,0.0,0.0
596,2004,UKR,9.0,0.4090909090909091,12.0,0.5454545454545454,22,1.0,0.045454545454545456
597,2004,USA,55.0,0.5445544554455446,40.0,0.39603960396039606,101,6.0,0.0594059405940594
598,2004,UZB,5.0,1.0,,,5,,
599,2004,VEN,1.0,0.5,1.0,0.5,2,0.0,0.0
600,2004,ZAF,5.0,0.8333333333333334,1.0,0.16666666666666666,6,0.0,0.0
601,2004,ZWE,,,3.0,1.0,3,,
602,2008,AFG,1.0,1.0,,,1,,
603,2008,ARG,3.0,0.5,2.0,0.3333333333333333,6,1.0,0.16666666666666666
604,2008,ARM,5.0,1.0,,,5,,
605,2008,AUS,21.0,0.45652173913043476,23.0,0.5,46,2.0,0.043478260869565216
606,2008,AUT,1.0,0.3333333333333333,2.0,0.6666666666666666,3,0.0,0.0
607,2008,AZE,5.0,0.8333333333333334,1.0,0.16666666666666666,6,0.0,0.0
608,2008,BEL,,,2.0,1.0,2,,
609,2008,BGR,3.0,0.6,2.0,0.4,5,0.0,0.0
610,2008,BHS,2.0,1.0,,,2,,
611,2008,BLR,9.0,0.6428571428571429,5.0,0.35714285714285715,14,0.0,0.0
612,2008,BRA,10.0,0.5882352941176471,7.0,0.4117647058823529,17,0.0,0.0
613,2008,CAN,10.0,0.5,8.0,0.4,20,2.0,0.1
614,2008,CHE,5.0,0.7142857142857143,1.0,0.14285714285714285,7,1.0,0.14285714285714285
615,2008,CHL,1.0,1.0,,,1,,
616,2008,CHN,43.0,0.43,56.0,0.56,100,1.0,0.01
617,2008,CMR,,,1.0,1.0,1,,
618,2008,COL,1.0,0.3333333333333333,2.0,0.6666666666666666,3,0.0,0.0
619,2008,CUB,20.0,0.6666666666666666,10.0,0.3333333333333333,30,0.0,0.0
620,2008,CZE,4.0,0.5714285714285714,3.0,0.42857142857142855,7,0.0,0.0
621,2008,DEU,20.0,0.4878048780487805,15.0,0.36585365853658536,41,6.0,0.14634146341463414
622,2008,DNK,4.0,0.5714285714285714,1.0,0.14285714285714285,7,2.0,0.2857142857142857
623,2008,DOM,2.0,1.0,,,2,,
624,2008,DQ,,,1.0,1.0,1,,
625,2008,DZA,1.0,0.5,1.0,0.5,2,0.0,0.0
626,2008,ECU,1.0,1.0,,,1,,
627,2008,EGY,1.0,0.5,1.0,0.5,2,0.0,0.0
628,2008,ESP,12.0,0.631578947368421,5.0,0.2631578947368421,19,2.0,0.10526315789473684
629,2008,EST,2.0,1.0,,,2,,
630,2008,ETH,4.0,0.5714285714285714,3.0,0.42857142857142855,7,0.0,0.0
631,2008,FIN,2.0,0.5,2.0,0.5,4,0.0,0.0
632,2008,FRA,34.0,0.7906976744186046,8.0,0.18604651162790697,43,1.0,0.023255813953488372
633,2008,GBR,27.0,0.5294117647058824,21.0,0.4117647058823529,51,3.0,0.058823529411764705
634,2008,GEO,6.0,0.8571428571428571,1.0,0.14285714285714285,7,0.0,0.0
635,2008,GRC,2.0,0.6666666666666666,1.0,0.3333333333333333,3,0.0,0.0
636,2008,HRV,1.0,0.2,4.0,0.8,5,0.0,0.0
637,2008,HUN,7.0,0.7,3.0,0.3,10,0.0,0.0
638,2008,IDN,3.0,0.5,2.0,0.3333333333333333,6,1.0,0.16666666666666666
639,2008,IND,3.0,1.0,,,3,,
640,2008,IRL,3.0,1.0,,,3,,
641,2008,IRN,2.0,1.0,,,2,,
642,2008,ISL,1.0,1.0,,,1,,
643,2008,ISR,1.0,1.0,,,1,,
644,2008,ITA,16.0,0.5925925925925926,11.0,0.4074074074074074,27,0.0,0.0
645,2008,JAM,2.0,0.18181818181818182,9.0,0.8181818181818182,11,0.0,0.0
646,2008,JPN,13.0,0.52,12.0,0.48,25,0.0,0.0
647,2008,KAZ,6.0,0.6666666666666666,3.0,0.3333333333333333,9,0.0,0.0
648,2008,KEN,9.0,0.5625,7.0,0.4375,16,0.0,0.0
649,2008,KGZ,3.0,1.0,,,3,,
650,2008,KOR,18.0,0.5625,13.0,0.40625,32,1.0,0.03125
651,2008,LTU,4.0,0.8,1.0,0.2,5,0.0,0.0
652,2008,LVA,3.0,1.0,,,3,,
653,2008,MDA,1.0,1.0,,,1,,
654,2008,MEX,1.0,0.25,3.0,0.75,4,0.0,0.0
655,2008,MNG,3.0,0.75,1.0,0.25,4,0.0,0.0
656,2008,MUS,2.0,0.6666666666666666,1.0,0.3333333333333333,3,0.0,0.0
657,2008,MYS,1.0,1.0,,,1,,
658,2008,NGA,2.0,0.4,3.0,0.6,5,0.0,0.0
659,2008,NLD,3.0,0.1875,11.0,0.6875,16,2.0,0.125
660,2008,NOR,5.0,0.5555555555555556,4.0,0.4444444444444444,9,0.0,0.0
661,2008,NZL,7.0,0.7777777777777778,2.0,0.2222222222222222,9,0.0,0.0
662,2008,PAN,1.0,1.0,,,1,,
663,2008,POL,8.0,0.7272727272727273,3.0,0.2727272727272727,11,0.0,0.0
664,2008,PRK,1.0,0.16666666666666666,5.0,0.8333333333333334,6,0.0,0.0
665,2008,PRT,1.0,0.5,1.0,0.5,2,0.0,0.0
666,2008,ROU,2.0,0.2222222222222222,7.0,0.7777777777777778,9,0.0,0.0
667,2008,RUS,37.0,0.6166666666666667,23.0,0.38333333333333336,60,0.0,0.0
668,2008,SDN,1.0,1.0,,,1,,
669,2008,SGP,,,1.0,1.0,1,,
670,2008,SRB,3.0,1.0,,,3,,
671,2008,SVK,4.0,0.6666666666666666,2.0,0.3333333333333333,6,0.0,0.0
672,2008,SVN,3.0,0.6,2.0,0.4,5,0.0,0.0
673,2008,SWE,3.0,0.6,1.0,0.2,5,1.0,0.2
674,2008,TGO,1.0,1.0,,,1,,
675,2008,THA,2.0,0.3333333333333333,4.0,0.6666666666666666,6,0.0,0.0
676,2008,TJK,2.0,1.0,,,2,,
677,2008,TTO,2.0,1.0,,,2,,
678,2008,TUN,1.0,1.0,,,1,,
679,2008,TUR,4.0,0.8,1.0,0.2,5,0.0,0.0
680,2008,TWN,2.0,0.5,2.0,0.5,4,0.0,0.0
681,2008,UKR,13.0,0.5909090909090909,9.0,0.4090909090909091,22,0.0,0.0
682,2008,USA,54.0,0.48214285714285715,54.0,0.48214285714285715,112,4.0,0.03571428571428571
683,2008,UZB,3.0,0.75,1.0,0.25,4,0.0,0.0
684,2008,VEN,,,1.0,1.0,1,,
685,2008,VNM,1.0,1.0,,,1,,
686,2008,WSM,,,1.0,1.0,1,,
687,2008,ZAF,1.0,1.0,,,1,,
688,2008,ZWE,,,4.0,1.0,4,,
689,2012,AFG,1.0,1.0,,,1,,
690,2012,ARG,3.0,0.75,1.0,0.25,4,0.0,0.0
691,2012,ARM,2.0,1.0,,,2,,
692,2012,AUS,15.0,0.42857142857142855,20.0,0.5714285714285714,35,0.0,0.0
693,2012,AZE,7.0,0.7777777777777778,2.0,0.2222222222222222,9,0.0,0.0
694,2012,BEL,1.0,0.3333333333333333,2.0,0.6666666666666666,3,0.0,0.0
695,2012,BGR,1.0,0.3333333333333333,2.0,0.6666666666666666,3,0.0,0.0
696,2012,BHS,1.0,1.0,,,1,,
697,2012,BLR,3.0,0.3,6.0,0.6,10,1.0,0.1
698,2012,BRA,11.0,0.6470588235294118,6.0,0.35294117647058826,17,0.0,0.0
699,2012,BRN,,,1.0,1.0,1,,
700,2012,BWA,1.0,1.0,,,1,,
701,2012,CAN,9.0,0.5,9.0,0.5,18,0.0,0.0
702,2012,CHE,2.0,0.5,1.0,0.25,4,1.0,0.25
703,2012,CHN,36.0,0.3956043956043956,53.0,0.5824175824175825,91,2.0,0.02197802197802198
704,2012,CMR,,,1.0,1.0,1,,
705,2012,COL,4.0,0.4444444444444444,5.0,0.5555555555555556,9,0.0,0.0
706,2012,CUB,11.0,0.7333333333333333,4.0,0.26666666666666666,15,0.0,0.0
707,2012,CYP,1.0,1.0,,,1,,
708,2012,CZE,6.0,0.5454545454545454,5.0,0.45454545454545453,11,0.0,0.0
709,2012,DEU,27.0,0.6136363636363636,13.0,0.29545454545454547,44,4.0,0.09090909090909091
710,2012,DNK,7.0,0.7777777777777778,1.0,0.1111111111111111,9,1.0,0.1111111111111111
711,2012,DOM,2.0,1.0,,,2,,
712,2012,DQ,7.0,0.7777777777777778,2.0,0.2222222222222222,9,0.0,0.0
713,2012,DZA,1.0,1.0,,,1,,
714,2012,EGY,3.0,0.75,1.0,0.25,4,0.0,0.0
715,2012,ESP,6.0,0.3333333333333333,12.0,0.6666666666666666,18,0.0,0.0
716,2012,EST,2.0,1.0,,,2,,
717,2012,ETH,2.0,0.25,6.0,0.75,8,0.0,0.0
718,2012,FIN,1.0,0.3333333333333333,2.0,0.6666666666666666,3,0.0,0.0
719,2012,FRA,20.0,0.5714285714285714,15.0,0.42857142857142855,35,0.0,0.0
720,2012,GAB,1.0,1.0,,,1,,
721,2012,GBR,39.0,0.6,20.0,0.3076923076923077,65,6.0,0.09230769230769231
722,2012,GEO,6.0,1.0,,,6,,
723,2012,GRC,1.0,0.5,1.0,0.5,2,0.0,0.0
724,2012,GRD,1.0,1.0,,,1,,
725,2012,GTM,1.0,1.0,,,1,,
726,2012,HKG,,,1.0,1.0,1,,
727,2012,HRV,4.0,0.6666666666666666,2.0,0.3333333333333333,6,0.0,0.0
728,2012,HUN,12.0,0.6666666666666666,6.0,0.3333333333333333,18,0.0,0.0
729,2012,IDN,2.0,0.6666666666666666,1.0,0.3333333333333333,3,0.0,0.0
730,2012,IND,4.0,0.6666666666666666,2.0,0.3333333333333333,6,0.0,0.0
731,2012,IRL,4.0,0.6666666666666666,1.0,0.16666666666666666,6,1.0,0.16666666666666666
732,2012,IRN,13.0,1.0,,,13,,
733,2012,ITA,20.0,0.7142857142857143,8.0,0.2857142857142857,28,0.0,0.0
734,2012,JAM,7.0,0.5833333333333334,5.0,0.4166666666666667,12,0.0,0.0
735,2012,JPN,21.0,0.5526315789473685,17.0,0.4473684210526316,38,0.0,0.0
736,2012,KAZ,7.0,0.6363636363636364,4.0,0.36363636363636365,11,0.0,0.0
737,2012,KEN,7.0,0.5384615384615384,6.0,0.46153846153846156,13,0.0,0.0
738,2012,KOR,22.0,0.7333333333333333,8.0,0.26666666666666666,30,0.0,0.0
739,2012,KWT,1.0,1.0,,,1,,
740,2012,LTU,2.0,0.4,3.0,0.6,5,0.0,0.0
741,2012,LVA,2.0,1.0,,,2,,
742,2012,MEX,2.0,0.25,6.0,0.75,8,0.0,0.0
743,2012,MNE,,,1.0,1.0,1,,
744,2012,MNG,4.0,0.8,1.0,0.2,5,0.0,0.0
745,2012,MUS,1.0,1.0,,,1,,
746,2012,MYS,1.0,0.5,1.0,0.5,2,0.0,0.0
747,2012,NLD,5.0,0.25,11.0,0.55,20,4.0,0.2
748,2012,NOR,3.0,0.75,1.0,0.25,4,0.0,0.0
749,2012,NZL,7.0,0.5384615384615384,5.0,0.38461538461538464,13,1.0,0.07692307692307693
750,2012,POL,6.0,0.5454545454545454,5.0,0.45454545454545453,11,0.0,0.0
751,2012,PRK,3.0,0.5,3.0,0.5,6,0.0,0.0
752,2012,PRT,3.0,1.0,,,3,,
753,2012,QAT,2.0,1.0,,,2,,
754,2012,ROU,2.0,0.2857142857142857,5.0,0.7142857142857143,7,0.0,0.0
755,2012,RUS,33.0,0.4925373134328358,34.0,0.5074626865671642,67,0.0,0.0
756,2012,SGP,,,2.0,1.0,2,,
757,2012,SRB,2.0,0.5,2.0,0.5,4,0.0,0.0
758,2012,SVK,2.0,0.5,2.0,0.5,4,0.0,0.0
759,2012,SVN,3.0,0.75,1.0,0.25,4,0.0,0.0
760,2012,SWE,6.0,0.75,1.0,0.125,8,1.0,0.125
761,2012,THA,1.0,0.25,3.0,0.75,4,0.0,0.0
762,2012,TJK,,,1.0,1.0,1,,
763,2012,TTO,4.0,1.0,,,4,,
764,2012,TUN,2.0,0.6666666666666666,1.0,0.3333333333333333,3,0.0,0.0
765,2012,TUR,2.0,0.6666666666666666,1.0,0.3333333333333333,3,0.0,0.0
766,2012,TWN,,,2.0,1.0,2,,
767,2012,UGA,1.0,1.0,,,1,,
768,2012,UKR,8.0,0.42105263157894735,11.0,0.5789473684210527,19,0.0,0.0
769,2012,USA,45.0,0.4326923076923077,58.0,0.5576923076923077,104,1.0,0.009615384615384616
770,2012,UZB,3.0,1.0,,,3,,
771,2012,VEN,1.0,1.0,,,1,,
772,2012,VNM,1.0,1.0,,,1,,
773,2012,ZAF,4.0,0.6666666666666666,2.0,0.3333333333333333,6,0.0,0.0
774,2016,ARE,1.0,1.0,,,1,,
775,2016,ARG,2.0,0.5,1.0,0.25,4,1.0,0.25
776,2016,ARM,4.0,1.0,,,4,,
777,2016,AUS,15.0,0.5172413793103449,12.0,0.41379310344827586,29,2.0,0.06896551724137931
778,2016,AZE,14.0,0.7777777777777778,4.0,0.2222222222222222,18,0.0,0.0
779,2016,BDI,,,1.0,1.0,1,,
780,2016,BEL,4.0,0.6666666666666666,2.0,0.3333333333333333,6,0.0,0.0
781,2016,BGR,,,3.0,1.0,3,,
782,2016,BHS,1.0,0.5,1.0,0.5,2,0.0,0.0
783,2016,BLR,5.0,0.5555555555555556,4.0,0.4444444444444444,9,0.0,0.0
784,2016,BRA,14.0,0.7368421052631579,5.0,0.2631578947368421,19,0.0,0.0
785,2016,BRN,,,2.0,1.0,2,,
786,2016,CAN,5.0,0.22727272727272727,16.0,0.7272727272727273,22,1.0,0.045454545454545456
787,2016,CHE,3.0,0.42857142857142855,4.0,0.5714285714285714,7,0.0,0.0
788,2016,CHN,28.0,0.4,41.0,0.5857142857142857,70,1.0,0.014285714285714285
789,2016,CIV,1.0,0.5,1.0,0.5,2,0.0,0.0
790,2016,COL,4.0,0.5,4.0,0.5,8,0.0,0.0
791,2016,CUB,9.0,0.8181818181818182,2.0,0.18181818181818182,11,0.0,0.0
792,2016,CZE,6.0,0.6,3.0,0.3,10,1.0,0.1
793,2016,DEU,21.0,0.5,15.0,0.35714285714285715,42,6.0,0.14285714285714285
794,2016,DNK,7.0,0.4666666666666667,8.0,0.5333333333333333,15,0.0,0.0
795,2016,DOM,1.0,1.0,,,1,,
796,2016,DQ,1.0,0.5,1.0,0.5,2,0.0,0.0
797,2016,DZA,2.0,1.0,,,2,,
798,2016,EGY,1.0,0.3333333333333333,2.0,0.6666666666666666,3,0.0,0.0
799,2016,ESP,8.0,0.47058823529411764,9.0,0.5294117647058824,17,0.0,0.0
800,2016,EST,1.0,1.0,,,1,,
801,2016,ETH,3.0,0.375,5.0,0.625,8,0.0,0.0
802,2016,FIN,,,1.0,1.0,1,,
803,2016,FJI,1.0,1.0,,,1,,
804,2016,FRA,28.0,0.6666666666666666,11.0,0.2619047619047619,42,3.0,0.07142857142857142
805,2016,GBR,40.0,0.5970149253731343,24.0,0.3582089552238806,67,3.0,0.04477611940298507
806,2016,GEO,7.0,1.0,,,7,,
807,2016,GRC,3.0,0.5,3.0,0.5,6,0.0,0.0
808,2016,GRD,1.0,1.0,,,1,,
809,2016,HRV,7.0,0.7,3.0,0.3,10,0.0,0.0
810,2016,HUN,5.0,0.3333333333333333,10.0,0.6666666666666666,15,0.0,0.0
811,2016,IDN,1.0,0.3333333333333333,1.0,0.3333333333333333,3,1.0,0.3333333333333333
812,2016,IND,,,2.0,1.0,2,,
813,2016,IRL,1.0,0.5,1.0,0.5,2,0.0,0.0
814,2016,IRN,7.0,0.875,1.0,0.125,8,0.0,0.0
815,2016,ISR,1.0,0.5,1.0,0.5,2,0.0,0.0
816,2016,ITA,18.0,0.6428571428571429,10.0,0.35714285714285715,28,0.0,0.0
817,2016,JAM,5.0,0.45454545454545453,6.0,0.5454545454545454,11,0.0,0.0
818,2016,JOR,1.0,1.0,,,1,,
819,2016,JPN,23.0,0.5609756097560976,18.0,0.43902439024390244,41,0.0,0.0
820,2016,KAZ,10.0,0.5555555555555556,8.0,0.4444444444444444,18,0.0,0.0
821,2016,KEN,6.0,0.46153846153846156,7.0,0.5384615384615384,13,0.0,0.0
822,2016,KOR,12.0,0.5714285714285714,9.0,0.42857142857142855,21,0.0,0.0
823,2016,KOS,,,1.0,1.0,1,,
824,2016,LTU,3.0,0.75,1.0,0.25,4,0.0,0.0
825,2016,MEX,3.0,0.6,2.0,0.4,5,0.0,0.0
826,2016,MNG,1.0,0.5,1.0,0.5,2,0.0,0.0
827,2016,MUS,1.0,1.0,,,1,,
828,2016,MYS,3.0,0.6,1.0,0.2,5,1.0,0.2
829,2016,NER,1.0,1.0,,,1,,
830,2016,NGA,1.0,1.0,,,1,,
831,2016,NLD,7.0,0.3684210526315789,12.0,0.631578947368421,19,0.0,0.0
832,2016,NOR,3.0,0.75,1.0,0.25,4,0.0,0.0
833,2016,NZL,7.0,0.3888888888888889,11.0,0.6111111111111112,18,0.0,0.0
834,2016,PHL,,,1.0,1.0,1,,
835,2016,POL,3.0,0.2727272727272727,8.0,0.7272727272727273,11,0.0,0.0
836,2016,PRI,,,1.0,1.0,1,,
837,2016,PRK,3.0,0.42857142857142855,4.0,0.5714285714285714,7,0.0,0.0
838,2016,PRT,,,1.0,1.0,1,,
839,2016,QAT,1.0,1.0,,,1,,
840,2016,ROU,2.0,0.5,2.0,0.5,4,0.0,0.0
841,2016,RUS,27.0,0.48214285714285715,29.0,0.5178571428571429,56,0.0,0.0
842,2016,SGP,1.0,1.0,,,1,,
843,2016,SRB,4.0,0.5,4.0,0.5,8,0.0,0.0
844,2016,SVK,4.0,1.0,,,4,,
845,2016,SVN,2.0,0.5,2.0,0.5,4,0.0,0.0
846,2016,SWE,2.0,0.18181818181818182,8.0,0.7272727272727273,11,1.0,0.09090909090909091
847,2016,THA,2.0,0.3333333333333333,4.0,0.6666666666666666,6,0.0,0.0
848,2016,TJK,1.0,1.0,,,1,,
849,2016,TTO,1.0,1.0,,,1,,
850,2016,TUN,1.0,0.3333333333333333,2.0,0.6666666666666666,3,0.0,0.0
851,2016,TUR,7.0,0.875,1.0,0.125,8,0.0,0.0
852,2016,TWN,,,3.0,1.0,3,,
853,2016,UKR,8.0,0.7272727272727273,3.0,0.2727272727272727,11,0.0,0.0
854,2016,USA,55.0,0.45454545454545453,61.0,0.5041322314049587,121,5.0,0.04132231404958678
855,2016,UZB,13.0,1.0,,,13,,
856,2016,VEN,1.0,0.3333333333333333,2.0,0.6666666666666666,3,0.0,0.0
857,2016,VNM,2.0,1.0,,,2,,
858,2016,ZAF,8.0,0.8,2.0,0.2,10,0.0,0.0
